sensor_id;temperatura;velocidad_viento;precipitacion;direccion_viento;tiempo_lectura
USW00093738;8,60;1,9;0,3;130;26/03/2024
USW00093738;8,90;2,3;7,1;110;27/03/2024
USW00093738;9,75;3,8;1,5;350;28/03/2024
USW00093738;8,35;5,4;0,0;310;29/03/2024
USW00093738;9,70;1,8;0,3;350;30/03/2024
USW00093738;12,50;2,3;0,0;350;31/03/2024
USW00093738;13,35;2,5;5,6;30;1/04/2024
USW00093738;10,55;3,3;8,6;120;2/04/2024
USW00093738;9,15;4,2;16,8;310;3/04/2024
USW00093738;7,20;2,2;1,5;270;4/04/2024
USW00093738;8,05;5,7;0,0;300;5/04/2024
USW00093738;8,60;5,7;0,0;310;6/04/2024
USW00093738;9,70;3,0;0,0;360;7/04/2024
USW00093738;12,80;2,4;0,0;180;8/04/2024
USW00093738;18,05;1,9;0,0;200;9/04/2024
USW00093738;21,40;2,6;0,0;190;10/04/2024
USW00093738;19,75;5,5;1,3;140;11/04/2024
USW00093738;16,65;7,0;2,5;240;12/04/2024
USW00093738;13,60;7,6;0,0;290;13/04/2024
USW00093738;17,25;5,4;0,0;210;14/04/2024
USW00093738;21,90;3,2;0,0;350;15/04/2024
USW00093738;17,25;2,6;0,0;20;16/04/2024
USW00093738;19,15;3,3;0,0;160;17/04/2024
USW00093738;18,90;3,4;0,0;330;18/04/2024
USW00093738;12,80;3,1;0,3;140;19/04/2024
USW00093738;17,50;3,8;0,3;300;20/04/2024
USW00093738;9,45;2,4;0,0;350;21/04/2024
USW00093738;11,40;2,3;0,0;290;22/04/2024
USW00093738;12,20;3,4;0,0;190;23/04/2024
USW00093738;18,90;4,7;0,0;310;24/04/2024
USW00093738;13,05;3,2;0,0;350;25/04/2024
USW00093738;11,65;2,8;0,0;160;26/04/2024
USW00093738;12,75;2,8;3,8;160;27/04/2024
USW00093738;20,85;2,2;0,0;190;28/04/2024
USW00093738;23,35;2,4;0,0;190;29/04/2024
USW00093738;23,60;3,0;3,6;300;30/04/2024
USW00093738;22,20;2,0;0,0;320;1/05/2024
USW00093738;22,80;1,1;0,0;230;2/05/2024
USW00093738;18,90;3,9;10,4;100;3/05/2024
USW00093738;12,20;2,6;21,3;110;4/05/2024
USW00093738;16,15;0,9;5,8;190;5/05/2024
USW00093738;21,15;1,1;0,5;120;6/05/2024
USW00093738;22,75;1,7;0,0;190;7/05/2024
USW00093738;24,15;2,8;0,0;260;8/05/2024
USW00093738;19,45;2,8;0,5;310;9/05/2024
USW00093738;13,90;2,6;2,0;60;10/05/2024
USW00093738;13,30;1,9;9,9;300;11/05/2024
USW00093738;14,75;3,5;1,3;320;12/05/2024
USW00093738;16,40;3,1;0,0;220;13/05/2024
USW00093738;17,50;2,8;8,9;170;14/05/2024
USW00093738;16,65;2,7;2,0;30;15/05/2024
USW00093738;19,45;3,7;0,0;350;16/05/2024
USW00093738;18,35;2,1;0,0;110;17/05/2024
USW00093738;16,95;1,5;17,5;160;18/05/2024
USW00093738;19,40;0,9;0,0;320;19/05/2024
USW00093738;19,70;1,6;0,0;180;20/05/2024
USW00093738;21,95;2,7;0,0;150;21/05/2024
USW00093738;25,30;2,7;0,0;190;22/05/2024
USW00093738;25,00;1,9;1,3;40;23/05/2024
USW00093738;24,75;1,6;0,0;60;24/05/2024
USW00093738;24,20;2,5;17,3;340;25/05/2024
USW00093738;25,30;2,6;3,0;190;26/05/2024
USW00093738;23,35;3,5;0,0;180;27/05/2024
USW00093738;21,95;2,9;2,5;290;28/05/2024
USW00093738;19,20;1,8;2,8;300;29/05/2024
USW00093738;18,60;4,0;0,0;300;30/05/2024
USW00093738;17,50;3,0;0,0;320;31/05/2024
USW00093738;18,60;1,7;0,0;200;1/06/2024
USW00093738;21,65;3,0;0,0;210;2/06/2024
USW00093738;23,60;1,3;0,0;340;3/06/2024
USW00093738;24,45;1,7;0,0;110;4/06/2024
USW00093738;24,75;3,6;4,6;180;5/06/2024
USW00093738;25,55;4,3;0,3;200;6/06/2024
USW00093738;22,50;3,8;0,3;310;7/06/2024
USW00093738;21,70;2,4;0,0;290;8/06/2024
USW00093738;23,05;4,3;1,3;350;9/06/2024
USW00093738;20,25;3,0;0,5;340;10/06/2024
USW00093738;18,60;3,3;0,0;310;11/06/2024
USW00093738;20,30;1,3;0,0;290;12/06/2024
USW00093738;25,00;3,2;0,0;210;13/06/2024
USW00093738;26,65;2,6;0,3;330;14/06/2024
USW00093738;22,25;2,8;0,0;340;15/06/2024
USW00093738;21,65;2,8;0,0;170;16/06/2024
USW00093738;26,40;3,5;0,0;200;17/06/2024
USW00093738;27,75;3,6;0,0;140;18/06/2024
USW00093738;25,85;2,9;0,0;150;19/06/2024
USW00093738;25,85;2,2;0,0;190;20/06/2024
USW00093738;27,50;1,9;0,0;220;21/06/2024
USW00093738;30,85;2,9;0,0;190;22/06/2024
USW00093738;31,15;5,0;0,0;210;23/06/2024
USW00093738;24,75;5,4;0,0;350;24/06/2024
USW00093738;23,60;2,1;0,0;230;25/06/2024
USW00093738;29,15;4,1;9,1;280;26/06/2024
USW00093738;26,65;3,2;0,0;360;27/06/2024
USW00093738;24,15;3,7;0,0;140;28/06/2024
USW00093738;27,50;4,7;0,0;200;29/06/2024
USW00093738;29,70;3,6;1,3;360;30/06/2024
USW00093738;21,40;5,1;0,0;350;1/07/2024
USW00093738;22,50;2,7;0,0;140;2/07/2024
USW00093738;25,00;3,9;0,0;190;3/07/2024
USW00093738;28,60;2,3;17,3;130;4/07/2024
USW00093738;30,30;2,4;0,0;210;5/07/2024
USW00093738;30,80;2,2;0,0;310;6/07/2024
USW00093738;29,75;2,2;0,0;350;7/07/2024
USW00093738;28,65;1,9;0,0;150;8/07/2024
USW00093738;30,55;2,4;0,0;150;9/07/2024
USW00093738;29,70;4,3;9,7;180;10/07/2024
USW00093738;25,85;3,2;0,0;310;11/07/2024
USW00093738;23,90;1,9;17,3;50;12/07/2024
USW00093738;28,35;1,1;0,0;110;13/07/2024
USW00093738;30,00;2,1;0,0;200;14/07/2024
USW00093738;30,55;3,2;0,0;40;15/07/2024
USW00093738;30,55;3,5;0,0;300;16/07/2024
USW00093738;30,30;1,6;9,1;290;17/07/2024
USW00093738;25,80;2,5;0,0;20;18/07/2024
USW00093738;25,30;2,9;0,0;10;19/07/2024
USW00093738;24,45;2,3;0,8;140;20/07/2024
USW00093738;26,10;1,5;0,0;150;21/07/2024
USW00093738;25,85;3,0;1,8;200;22/07/2024
USW00093738;26,35;2,2;3,0;180;23/07/2024
USW00093738;27,25;1,2;5,6;320;24/07/2024
USW00093738;26,15;1,9;0,0;300;25/07/2024
USW00093738;23,85;2,6;0,0;50;26/07/2024
USW00093738;23,65;1,7;0,0;40;27/07/2024
USW00093738;24,45;1,9;0,0;140;28/07/2024
USW00093738;28,10;3,3;0,0;220;29/07/2024
USW00093738;27,50;4,0;3,0;150;30/07/2024
USW00093738;29,45;2,3;0,0;270;31/07/2024
USW00093738;28,90;1,9;0,0;190;1/08/2024
USW00093738;31,10;3,5;0,0;220;2/08/2024
USW00093738;28,60;3,5;8,1;290;3/08/2024
USW00093738;26,95;2,3;0,3;20;4/08/2024
USW00093738;28,35;2,1;0,0;160;5/08/2024
USW00093738;30,00;3,9;0,0;200;6/08/2024
USW00093738;28,60;2,7;0,0;90;7/08/2024
USW00093738;24,70;4,3;35,3;110;8/08/2024
USW00093738;26,65;4,6;6,4;150;9/08/2024
USW00093738;26,65;1,8;0,0;300;10/08/2024
USW00093738;23,35;1,4;0,0;290;11/08/2024
USW00093738;22,75;2,8;0,0;310;12/08/2024
USW00093738;23,05;2,2;0,0;310;13/08/2024
USW00093738;23,05;2,6;0,0;350;14/08/2024
USW00093738;23,90;2,2;0,0;30;15/08/2024
USW00093738;23,90;2,6;0,0;190;16/08/2024
USW00093738;25,85;2,9;11,9;190;17/08/2024
USW00093738;26,70;1,3;15,5;190;18/08/2024
USW00093738;24,40;4,2;0,0;320;19/08/2024
USW00093738;18,85;5,1;0,0;350;20/08/2024
USW00093738;17,50;3,1;0,0;310;21/08/2024
USW00093738;17,50;1,5;0,0;360;22/08/2024
USW00093738;19,75;1,3;0,0;90;23/08/2024
USW00093738;22,20;2,0;0,0;190;24/08/2024
USW00093738;23,30;2,3;0,0;180;25/08/2024
USW00093738;26,10;2,0;0,5;350;26/08/2024
USW00093738;26,40;1,6;0,0;180;27/08/2024
USW00093738;29,70;3,0;0,0;300;28/08/2024
USW00093738;27,80;2,9;48,8;180;29/08/2024
USW00093738;22,50;2,6;0,0;70;30/08/2024
USW00093738;24,45;2,3;3,6;290;31/08/2024
USW00093738;24,70;1,8;0,0;200;1/09/2024
USW00093738;20,00;4,6;0,0;360;2/09/2024
USW00093738;17,80;3,2;0,0;70;3/09/2024
USW00093738;17,80;2,1;0,0;70;4/09/2024
USW00093738;18,35;1,5;0,0;110;5/09/2024
USW00093738;20,30;1,5;0,0;150;6/09/2024
USW00093738;19,15;;0,0;;7/09/2024
USW00093738;15,55;2,8;0,0;300;8/09/2024
USW00093738;15,85;1,1;0,0;210;9/09/2024
USW00093738;19,40;1,4;0,0;360;10/09/2024
USW00093738;21,40;1,2;0,0;190;11/09/2024
USW00093738;20,85;1,6;0,0;110;12/09/2024
USW00093738;20,55;2,2;0,0;50;13/09/2024
USW00093738;21,90;2,2;0,0;60;14/09/2024
USW00093738;20,30;2,6;0,0;80;15/09/2024
USW00093738;20,30;3,6;0,0;50;16/09/2024
USW00093738;22,50;3,7;2,0;60;17/09/2024
USW00093738;21,65;3,5;13,5;60;18/09/2024
USW00093738;23,35;2,2;0,0;350;19/09/2024
USW00093738;22,50;1,8;0,0;70;20/09/2024
USW00093738;23,30;2,8;0,3;160;21/09/2024
USW00093738;20,55;2,6;0,5;60;22/09/2024
USW00093738;18,35;3,3;4,8;160;23/09/2024
USW00093738;17,50;2,7;5,6;110;24/09/2024
USW00093738;20,30;2,7;1,5;150;25/09/2024
USW00093738;23,60;2,2;42,9;150;26/09/2024
USW00093738;23,05;4,0;5,1;110;27/09/2024
USW00093738;25,30;2,6;0,3;210;28/09/2024
USW00093738;20,30;3,3;0,0;70;29/09/2024
USW00093738;18,35;2,9;6,6;70;30/09/2024
USW00093738;18,35;2,9;1,0;70;1/10/2024
USW00093738;19,20;1,0;2,3;90;2/10/2024
USW00093738;20,60;0,9;0,0;230;3/10/2024
USW00093738;21,65;2,0;0,0;180;4/10/2024
USW00093738;19,20;2,7;0,0;360;5/10/2024
USW00093738;16,95;2,2;0,0;180;6/10/2024
USW00093738;17,50;4,2;0,0;330;7/10/2024
USW00093738;14,45;1,9;0,0;320;8/10/2024
USW00093738;13,90;3,1;0,0;310;9/10/2024
USW00093738;11,95;2,9;0,0;10;10/10/2024
USW00093738;12,50;1,6;0,0;300;11/10/2024
USW00093738;16,65;1,1;0,0;340;12/10/2024
USW00093738;18,30;4,2;0,0;190;13/10/2024
USW00093738;13,35;6,0;0,0;290;14/10/2024
USW00093738;9,45;2,5;0,0;310;15/10/2024
USW00093738;9,15;4,0;0,0;350;16/10/2024
USW00093738;9,70;3,3;0,0;330;17/10/2024
USW00093738;10,85;1,6;0,0;10;18/10/2024
USW00093738;12,75;0,9;0,0;20;19/10/2024
USW00093738;13,05;0,8;0,0;350;20/10/2024
USW00093738;15,00;0,8;0,0;280;21/10/2024
USW00093738;17,50;1,4;0,0;150;22/10/2024
USW00093738;16,10;1,7;0,0;210;23/10/2024
USW00093738;12,80;4,0;0,0;350;24/10/2024
USW00093738;10,55;1,1;0,0;200;25/10/2024
USW00093738;13,35;3,4;0,0;330;26/10/2024
USW00093738;8,10;0,8;0,0;30;27/10/2024
USW00093738;8,90;1,8;0,0;140;28/10/2024
USW00093738;11,10;2,2;0,0;200;29/10/2024
USW00093738;16,95;1,9;0,0;200;30/10/2024
USW00093738;20,80;4,1;0,0;190;31/10/2024
USW00093738;20,25;5,1;0,0;290;1/11/2024
USW00093738;11,10;2,9;0,0;350;2/11/2024
USW00013743;6,40;3,4;0,0;320;2/11/2023
USW00013743;9,45;3,6;0,0;180;3/11/2023
USW00013743;13,35;1,4;0,0;200;4/11/2023
USW00013743;14,75;2,1;0,0;330;5/11/2023
USW00013743;13,90;2,6;0,0;190;6/11/2023
USW00013743;18,85;3,4;0,0;310;7/11/2023
USW00013743;14,15;2,9;0,0;330;8/11/2023
USW00013743;16,95;3,8;0,0;330;9/11/2023
USW00013743;10,00;2,9;4,3;330;10/11/2023
USW00013743;9,70;1,8;0,0;350;11/11/2023
USW00013743;8,05;2,5;0,0;40;12/11/2023
USW00013743;7,25;2,6;0,0;170;13/11/2023
USW00013743;10,55;3,3;0,0;330;14/11/2023
USW00013743;10,25;3,3;0,0;180;15/11/2023
USW00013743;13,05;2,2;0,0;180;16/11/2023
USW00013743;15,00;2,6;0,3;210;17/11/2023
USW00013743;11,70;5,0;0,3;330;18/11/2023
USW00013743;10,00;2,3;0,0;330;19/11/2023
USW00013743;7,25;2,9;0,0;40;20/11/2023
USW00013743;9,45;4,4;54,4;310;21/11/2023
USW00013743;12,50;4,6;0,5;340;22/11/2023
USW00013743;11,10;3,8;0,0;340;23/11/2023
USW00013743;9,15;4,5;0,0;350;24/11/2023
USW00013743;4,15;3,1;0,0;40;25/11/2023
USW00013743;5,00;1,7;4,1;210;26/11/2023
USW00013743;6,15;4,5;0,0;320;27/11/2023
USW00013743;2,00;5,7;0,0;280;28/11/2023
USW00013743;0,05;3,4;0,0;210;29/11/2023
USW00013743;6,15;3,2;0,0;180;30/11/2023
USW00013743;6,95;2,7;3,3;200;1/12/2023
USW00013743;9,70;1,3;0,8;190;2/12/2023
USW00013743;11,10;1,3;20,8;50;3/12/2023
USW00013743;9,70;2,8;0,0;320;4/12/2023
USW00013743;7,25;2,6;0,0;20;5/12/2023
USW00013743;5,00;4,7;0,0;320;6/12/2023
USW00013743;4,15;2,9;0,0;200;7/12/2023
USW00013743;8,30;1,6;0,0;200;8/12/2023
USW00013743;7,75;1,8;0,0;200;9/12/2023
USW00013743;10,55;4,3;30,7;340;10/12/2023
USW00013743;5,25;4,9;11,9;320;11/12/2023
USW00013743;3,90;3,3;0,0;210;12/12/2023
USW00013743;6,15;3,6;0,0;310;13/12/2023
USW00013743;3,90;1,8;0,0;220;14/12/2023
USW00013743;8,35;2,4;0,0;290;15/12/2023
USW00013743;8,90;1,5;0,0;100;16/12/2023
USW00013743;9,45;3,4;48,8;10;17/12/2023
USW00013743;9,15;7,7;12,4;320;18/12/2023
USW00013743;3,10;5,7;0,0;320;19/12/2023
USW00013743;3,90;2,8;0,0;320;20/12/2023
USW00013743;4,45;2,2;0,0;20;21/12/2023
USW00013743;6,10;1,5;0,0;120;22/12/2023
USW00013743;6,10;1,7;0,0;140;23/12/2023
USW00013743;8,10;1,2;0,3;50;24/12/2023
USW00013743;10,25;1,8;0,0;100;25/12/2023
USW00013743;8,35;2,6;2,8;60;26/12/2023
USW00013743;10,55;3,4;30,5;60;27/12/2023
USW00013743;12,50;3,1;1,0;320;28/12/2023
USW00013743;10,25;3,6;0,0;330;29/12/2023
USW00013743;6,40;4,0;0,0;320;30/12/2023
USW00013743;7,50;3,3;0,0;300;31/12/2023
USW00013743;4,70;3,7;0,0;340;1/01/2024
USW00013743;4,45;5,2;0,0;330;2/01/2024
USW00013743;5,00;2,5;0,0;320;3/01/2024
USW00013743;4,15;5,0;0,0;340;4/01/2024
USW00013743;1,15;3,0;0,0;340;5/01/2024
USW00013743;2,50;4,4;25,9;60;6/01/2024
USW00013743;6,40;4,9;0,0;290;7/01/2024
USW00013743;6,70;2,9;0,0;340;8/01/2024
USW00013743;9,45;6,2;56,9;150;9/01/2024
USW00013743;9,45;5,8;0,0;270;10/01/2024
USW00013743;5,85;3,0;0,0;190;11/01/2024
USW00013743;6,65;3,6;8,4;110;12/01/2024
USW00013743;6,95;5,9;1,0;270;13/01/2024
USW00013743;4,75;6,2;0,0;240;14/01/2024
USW00013743;-2,15;2,2;7,9;350;15/01/2024
USW00013743;-3,30;5,9;1,0;320;16/01/2024
USW00013743;-4,90;3,5;0,0;220;17/01/2024
USW00013743;-0,55;1,7;0,0;210;18/01/2024
USW00013743;-0,25;3,9;7,1;320;19/01/2024
USW00013743;-3,80;5,7;0,0;330;20/01/2024
USW00013743;-2,45;5,3;0,0;310;21/01/2024
USW00013743;-1,05;2,1;0,0;200;22/01/2024
USW00013743;2,80;1,3;0,0;180;23/01/2024
USW00013743;6,70;1,6;0,0;350;24/01/2024
USW00013743;12,50;1,4;2,5;170;25/01/2024
USW00013743;18,90;3,9;1,3;170;26/01/2024
USW00013743;10,85;2,2;5,3;110;27/01/2024
USW00013743;6,70;4,5;32,0;50;28/01/2024
USW00013743;6,95;7,0;0,0;330;29/01/2024
USW00013743;5,30;3,1;0,0;130;30/01/2024
USW00013743;4,75;1,9;0,0;30;31/01/2024
USW00013743;6,10;3,2;0,0;170;1/02/2024
USW00013743;8,35;4,6;0,3;340;2/02/2024
USW00013743;6,15;3,6;0,0;10;3/02/2024
USW00013743;5,30;1,4;0,0;60;4/02/2024
USW00013743;5,85;2,8;0,0;350;5/02/2024
USW00013743;4,75;4,2;0,0;20;6/02/2024
USW00013743;5,60;1,7;0,0;130;7/02/2024
USW00013743;7,20;2,9;0,0;160;8/02/2024
USW00013743;11,40;3,1;0,0;160;9/02/2024
USW00013743;12,50;2,5;0,0;210;10/02/2024
USW00013743;10,25;2,1;3,3;30;11/02/2024
USW00013743;8,05;1,9;2,8;90;12/02/2024
USW00013743;5,80;6,0;18,8;330;13/02/2024
USW00013743;5,00;5,3;0,0;340;14/02/2024
USW00013743;4,70;3,3;0,0;180;15/02/2024
USW00013743;7,25;4,5;0,0;290;16/02/2024
USW00013743;2,55;5,7;2,5;280;17/02/2024
USW00013743;3,40;3,7;0,0;220;18/02/2024
USW00013743;5,00;2,4;0,0;340;19/02/2024
USW00013743;5,05;2,3;0,0;100;20/02/2024
USW00013743;4,75;2,5;0,0;120;21/02/2024
USW00013743;6,15;3,0;0,0;180;22/02/2024
USW00013743;8,05;2,3;0,3;320;23/02/2024
USW00013743;6,15;4,7;0,5;350;24/02/2024
USW00013743;3,35;3,7;0,0;170;25/02/2024
USW00013743;11,65;2,7;0,0;180;26/02/2024
USW00013743;11,95;3,6;0,5;170;27/02/2024
USW00013743;11,95;7,6;6,9;300;28/02/2024
USW00013743;5,30;5,4;0,0;320;29/02/2024
USW00013743;6,40;3,1;1,0;140;1/03/2024
USW00013743;9,20;3,7;18,5;310;2/03/2024
USW00013743;12,20;1,7;0,0;170;3/03/2024
USW00013743;15,00;3,0;1,8;80;4/03/2024
USW00013743;11,95;3,8;13,2;20;5/03/2024
USW00013743;11,65;3,4;4,8;30;6/03/2024
USW00013743;14,15;4,5;0,3;360;7/03/2024
USW00013743;11,95;3,6;0,0;110;8/03/2024
USW00013743;9,45;3,6;20,6;330;9/03/2024
USW00013743;7,50;7,6;0,5;280;10/03/2024
USW00013743;9,40;7,3;0,0;310;11/03/2024
USW00013743;14,75;4,1;0,0;290;12/03/2024
USW00013743;15,85;1,9;0,0;230;13/03/2024
USW00013743;16,65;3,1;0,0;180;14/03/2024
USW00013743;19,15;4,0;0,5;340;15/03/2024
USW00013743;13,90;4,0;0,0;170;16/03/2024
USW00013743;16,40;4,0;0,0;350;17/03/2024
USW00013743;7,50;7,0;0,0;330;18/03/2024
USW00013743;6,70;4,9;0,0;300;19/03/2024
USW00013743;12,75;7,4;0,0;340;20/03/2024
USW00013743;5,30;4,9;0,0;340;21/03/2024
USW00013743;6,40;3,7;0,5;120;22/03/2024
USW00013743;8,05;7,4;40,9;330;23/03/2024
USW00013743;6,15;4,7;0,0;340;24/03/2024
USW00013743;8,05;3,0;0,0;110;25/03/2024
USW00013743;10,00;2,9;0,0;110;26/03/2024
USW00013743;8,90;2,3;19,8;110;27/03/2024
USW00013743;10,55;4,2;1,5;340;28/03/2024
